Date,Open,High,Low,Close,Volume
2017-10-31,0.00179,0.00469,0.00166,0.00278,0
2017-11-30,0.00278,0.0031,0.00157,0.0022,0
2017-12-31,0.0022,0.06969,0.0019,0.04862,0
2018-01-31,0.04862,0.3876,0.04135,0.05478,0
2018-02-28,0.0546,0.05995,0.02533,0.04455,0
2018-03-31,0.04451,0.05699,0.02349,0.03428,0
2018-04-30,0.03428,0.1008,0.02846,0.09239,0
2018-05-31,0.0924,0.09505,0.05648,0.0608,0
2018-06-30,0.0608,0.06336,0.03468,0.03772,0
2018-07-31,0.03772,0.04358,0.0312,0.03384,0
2018-08-31,0.03384,0.03402,0.01606,0.02543,0
2018-09-30,0.02543,0.02719,0.01716,0.02201,0
2018-10-31,0.02201,0.02814,0.02072,0.02256,0
2018-11-30,0.02256,0.02503,0.01106,0.01438,0
2018-12-31,0.01439,0.02417,0.01231,0.01932,0
2019-01-31,0.01932,0.03543,0.01889,0.02619,0
2019-02-28,0.02619,0.02941,0.02278,0.0242,0
2019-03-31,0.0242,0.02491,0.02112,0.02355,0
2019-04-30,0.02356,0.03192,0.02188,0.02361,0
2019-05-31,0.02361,0.03683,0.02248,0.03247,0
2019-06-30,0.03247,0.04086,0.02913,0.03306,0
2019-07-31,0.03306,0.0358,0.02043,0.02246,0
2019-08-31,0.02246,0.02336,0.01517,0.01561,0
2019-09-30,0.01561,0.01862,0.01194,0.01445,0
2019-10-31,0.01445,0.02292,0.0137,0.01966,0
2019-11-30,0.01966,0.02065,0.01306,0.01552,0
2019-12-31,0.01552,0.01618,0.01204,0.01329,0
2020-01-31,0.01328,0.0198,0.0127,0.01895,0
2020-02-29,0.01895,0.02678,0.01578,0.01675,0
2020-03-31,0.01676,0.01842,0.0072,0.01171,0
2020-04-30,0.01161,0.01674,0.01115,0.01542,0
2020-05-31,0.01542,0.01715,0.0133,0.01651,0
2020-06-30,0.01651,0.01854,0.01489,0.01655,0
2020-07-31,0.01655,0.01984,0.01625,0.0197,0
2020-08-31,0.0197,0.03246,0.0183,0.02923,0
2020-09-30,0.02924,0.04879,0.02457,0.02611,0
2020-10-31,0.02609,0.02895,0.02406,0.02591,0
2020-11-30,0.02591,0.03901,0.02315,0.03238,0
2020-12-31,0.03237,0.03418,0.02394,0.0267,0
2021-01-31,0.0267,0.04098,0.0264,0.03162,0
2021-02-28,0.03162,0.06419,0.03124,0.04549,0
2021-03-31,0.04551,0.09728,0.04508,0.09391,0
2021-04-30,0.0939,0.1801,0.08235,0.1307,0
2021-05-31,0.1307,0.1697,0.05578,0.0754,0
2021-06-30,0.07541,0.08283,0.04656,0.06762,0
2021-07-31,0.06763,0.06827,0.04915,0.06456,0
2021-08-31,0.06455,0.09652,0.06228,0.08846,0
2021-09-30,0.08842,0.1228,0.07871,0.08893,0
2021-10-31,0.08892,0.1061,0.08856,0.1015,0
2021-11-30,0.1014,0.129,0.0894175,0.097205,0
2021-12-31,0.097205,0.10201,0.0735574,0.0748775,34215693034.464
2022-01-31,0.0748775,0.0783557,0.0510502,0.0588194,178842874705.09
2022-02-28,0.0588194,0.0716973,0.0554477,0.0611945,115151624640.77
2022-03-31,0.0612645,0.0795659,0.0575172,0.074785,84794366222.238
2022-04-30,0.0747924,0.0764629,0.0577573,0.0643364,90001115834.242
2022-05-31,0.06432,0.0926329,0.06163,0.0817545,140140291036.98
2022-06-30,0.0818245,0.0913768,0.0468902,0.0630273,81072360807.771
2022-07-31,0.0630043,0.0720109,0.0624747,0.069776,50900086834.186
2022-08-31,0.0698161,0.072419,0.0609524,0.0638194,37791553462.229
2022-09-30,0.0638294,0.0660221,0.0583442,0.06097,28054325342.311
2022-10-31,0.06097,0.065431,0.0593933,0.0631849,31848972161.412
2022-11-30,0.0631962,0.0688739,0.0452175,0.0546022,51414684486.039
2022-12-31,0.0545922,0.05758,0.0518952,0.0543728,19623966216.204
2023-01-31,0.0545422,0.0657659,0.0497526,0.0621756,27099349523.415
2023-02-28,0.0621856,0.0730746,0.06143,0.0689741,21782642116.571
2023-03-31,0.0689531,0.0703382,0.0552157,0.0659632,34194103234.02
2023-04-30,0.0659532,0.0682602,0.0622941,0.0676886,17966876344.54
2023-05-31,0.0676779,0.0797956,0.0668568,0.075312,14954274766.903
2023-06-30,0.0753313,0.0858006,0.0644897,0.076304,13327063046.833
2023-07-31,0.076304,0.0943,0.0751655,0.0781067,11882104358.2
2023-08-31,0.0780767,0.0786864,0.0719108,0.07678,7774607654.4269
2023-09-30,0.0767608,0.0898274,0.0757298,0.0886877,5496863394.2078
2023-10-31,0.0886877,0.0971182,0.084722,0.0969607,4108584969.5821
2023-11-30,0.0969397,0.1127859,0.095757,0.103557,6019207121.6874
2023-12-31,0.103548,0.108945,0.0978697,0.107743,5718282199.4222
2024-01-31,0.107753,0.117634,0.101225,0.112257,7270852565.3904
2024-02-29,0.112247,0.144283,0.111684,0.140583,6532800733.2483
2024-03-31,0.140583,0.141845,0.110336,0.122755,6392782757.1741
2024-04-30,0.122765,0.12387,0.105058,0.118835,8780045894.7301
2024-05-31,0.118824,0.127631,0.117017,0.125181,3505343490.7373
