Date,Open,High,Low,Close,Volume
2020-04-30,0.02638,0.03489,0.02582,0.03165,0
2020-05-31,0.03164,0.04398,0.03132,0.04022,0
2020-06-30,0.04022,0.04682,0.03529,0.03849,0
2020-07-31,0.03849,0.05294,0.03747,0.04524,0
2020-08-31,0.04525,0.129,0.04235,0.09857,0
2020-09-30,0.09847,0.1041,0.06759,0.08213,0
2020-10-31,0.08212,0.08622,0.061,0.06605,0
2020-11-30,0.06605,0.1107,0.05973,0.08638,0
2020-12-31,0.08645,0.09975,0.07009,0.07691,0
2021-01-31,0.07691,0.2022,0.0758,0.1536,0
2021-02-28,0.1537,0.3747,0.1456,0.235,0
2021-03-31,0.235,1.349,0.235,1.015,0
2021-04-30,1.014,1.632,0.8386,1.461,0
2021-05-31,1.461,1.602,0.4923,0.8335,0
2021-06-30,0.8326,0.9042,0.3721,0.5582,0
2021-07-31,0.5582,0.8436,0.4931,0.7148,0
2021-08-31,0.7151,1.106,0.6629,0.938,0
2021-09-30,0.9363,1.081,0.5981,0.686,0
2021-10-31,0.686,4.881,0.6791,2.753,0
2021-11-30,2.755,5.908,2.217,4.649,0
2021-12-31,4.653,4.821,2.844,3.27343,326981364.84596
2022-01-31,3.27213,3.43877,1.70551,2.77409,1872151363.1803
2022-02-28,2.77349,3.55325,2.2008,2.79712,1913054676.3929
2022-03-31,2.80652,2.92828,2.22364,2.62693,755484861.18774
2022-04-30,2.62769,2.76951,1.5327,1.5327,513322550.36591
2022-05-31,1.5327,1.6781,0.599895,1.07514,1317348193.2302
2022-06-30,1.07594,1.1001,0.725025,0.827506,1365498072.6727
2022-07-31,0.827406,1.094872,0.75397,1.005431,1267329191.1723
2022-08-31,1.005431,1.12933,0.74083,0.786092,950085476.37992
2022-09-30,0.786192,0.831387,0.6692,0.69637,2031672912.3265
2022-10-31,0.69663,0.730729,0.583088,0.675283,2785158969.6142
2022-11-30,0.675289,0.743512,0.355579,0.409716,2452151610.5099
2022-12-31,0.409916,0.428336,0.28551,0.296822,1711794409.6055
2023-01-31,0.296822,0.814783,0.290977,0.742887,5989483892.1782
2023-02-28,0.742897,0.842536,0.615543,0.628717,2246263196.0374
2023-03-31,0.629206,0.679979,0.483251,0.584277,1063184303.5797
2023-04-30,0.586707,0.699517,0.517128,0.54411,1050874206.9615
2023-05-31,0.54411,0.552676,0.434647,0.460854,634763898.13936
2023-06-30,0.460854,0.531689,0.306908,0.385633,891340103.44459
2023-07-31,0.385939,0.443855,0.367862,0.381705,613869480.38213
2023-08-31,0.381705,0.3874,0.273977,0.293355,588037277.74294
2023-09-30,0.293412,0.324721,0.265659,0.310232,535127731.63235
2023-10-31,0.310212,0.389504,0.270778,0.360888,475686836.35199
2023-11-30,0.361102,0.506258,0.351765,0.432468,893983542.6482
2023-12-31,0.432454,0.606293,0.426612,0.515371,852225158.75784
2024-01-31,0.515051,0.551535,0.394543,0.432418,633528166.73542
2024-02-29,0.432442,0.638669,0.423031,0.614012,455377563.32699
2024-03-31,0.614963,0.819347,0.549857,0.661719,828684425.74966
2024-04-30,0.662119,0.675595,0.367954,0.411434,596956132.23281
2024-05-31,0.411594,0.462835,0.393952,0.425808,163971873.3594
